Temp,Analysis,ID,preparation,d13C,d13C_sd,d18O,d18O_sd,d18O_outlier,D47,D47_outlier,d47,D47_SD,Temp_SD,param49,param49_sd,type,Specimen
6,Bernasconi18,A.islandica,NA,1.684,0.022,3.444,0.036,FALSE,0.642,FALSE,19.266,0.025,0.5,NA,NA,bivalve,
6,Bernasconi18,A.islandica,NA,1.671,0.022,3.5,0.036,FALSE,0.666,FALSE,19.335,0.025,0.5,NA,NA,bivalve,
6,Bernasconi18,A.islandica,NA,1.699,0.022,3.514,0.036,FALSE,0.699,FALSE,19.41,0.025,0.5,NA,NA,bivalve,
6,Bernasconi18,A.islandica,NA,1.714,0.022,3.501,0.036,FALSE,0.684,FALSE,19.394,0.025,0.5,NA,NA,bivalve,
6,Bernasconi18,A.islandica,NA,1.676,0.022,3.501,0.036,FALSE,0.654,FALSE,19.328,0.025,0.5,NA,NA,bivalve,
6,Bernasconi18,A.islandica,NA,1.692,0.022,3.541,0.036,FALSE,0.631,FALSE,19.363,0.025,0.5,NA,NA,bivalve,
6,Bernasconi18,A.islandica,NA,1.636,0.022,3.47,0.036,FALSE,0.708,FALSE,19.31,0.025,0.5,NA,NA,bivalve,
6,Bernasconi18,A.islandica,NA,1.711,0.022,3.432,0.036,FALSE,0.725,FALSE,19.364,0.025,0.5,NA,NA,bivalve,
6,Bernasconi18,A.islandica,NA,1.715,0.022,3.589,0.036,FALSE,0.714,FALSE,19.52,0.025,0.5,NA,NA,bivalve,
9.7,Piasecki19,13MC-G,NA,1.82,0.035,2.42,0.091,FALSE,0.641,FALSE,23.361,0.035,1,NA,NA,foram,
9.7,Piasecki19,13MC-G,NA,1.87,0.035,2.62,0.091,FALSE,0.746,FALSE,23.377,0.035,1,NA,NA,foram,
9.7,Piasecki19,13MC-G,NA,1.87,0.035,2.51,0.091,FALSE,0.738,FALSE,23.307,0.035,1,NA,NA,foram,
9.7,Piasecki19,13MC-G,NA,1.93,0.035,2.56,0.091,FALSE,0.72,FALSE,23.375,0.035,1,NA,NA,foram,
9.7,Piasecki19,13MC-G,NA,1.96,0.035,2.55,0.091,FALSE,0.595,FALSE,23.271,0.035,1,NA,NA,foram,
9.7,Piasecki19,13MC-G,NA,2.04,0.035,2.58,0.091,FALSE,0.651,FALSE,23.423,0.035,1,NA,NA,foram,
9.7,Piasecki19,13MC-G,NA,1.93,0.035,2.58,0.091,FALSE,0.703,FALSE,23.355,0.035,1,NA,NA,foram,
9.7,Piasecki19,13MC-G,NA,2.14,0.035,2.57,0.091,FALSE,0.644,FALSE,23.488,0.035,1,NA,NA,foram,
9.7,Piasecki19,13MC-G,NA,1.99,0.035,2.84,0.091,FALSE,0.674,FALSE,23.654,0.035,1,NA,NA,foram,
9.7,Piasecki19,13MC-G,NA,2,0.035,2.76,0.091,FALSE,0.691,FALSE,23.599,0.035,1,NA,NA,foram,
9.7,Piasecki19,13MC-G,NA,1.96,0.035,2.83,0.091,FALSE,0.641,FALSE,23.58,0.035,1,NA,NA,foram,
9.7,Piasecki19,13MC-G,NA,1.9,0.035,2.78,0.091,FALSE,0.655,FALSE,23.488,0.035,1,NA,NA,foram,
9.7,Piasecki19,13MC-G,NA,1.82,0.035,2.81,0.091,FALSE,0.611,FALSE,22.54,0.035,1,NA,NA,foram,
9.7,Piasecki19,13MC-G,NA,1.76,0.035,2.98,0.091,FALSE,0.669,FALSE,22.716,0.035,1,NA,NA,foram,
9.7,Piasecki19,13MC-G,NA,1.68,0.035,2.76,0.091,FALSE,0.581,FALSE,22.328,0.035,1,NA,NA,foram,
13.9,Piasecki19,MP46-MC,NA,2.04,0.035,2.38,0.091,FALSE,0.634,FALSE,23.517,0.035,1,NA,NA,foram,
15,this study,Ais15,511,-0.11,0.014,1.225,0.027,FALSE,0.667,FALSE,17.265,0.029,0.3,0.122101071,0.065115923,bivalve,mixed_15
15,this study,Ais15,511,-0.145,0.014,1.173,0.027,FALSE,0.661,FALSE,17.205,0.029,0.3,0.112475515,0.065115923,bivalve,mixed_15
15,this study,Ais15,511,-0.089,0.014,1.399,0.027,FALSE,0.663,FALSE,17.479,0.029,0.3,0.108707737,0.065115923,bivalve,mixed_15
15,this study,Ais15,511,-0.111,0.014,1.295,0.027,FALSE,0.625,FALSE,17.272,0.029,0.3,0.088797151,0.065115923,bivalve,mixed_15
15,this study,Ais15,511,-0.154,0.014,1.417,0.027,FALSE,0.655,FALSE,17.458,0.029,0.3,0.109149746,0.065115923,bivalve,mixed_15
15,this study,Ais15,511,-0.114,0.014,1.28,0.027,FALSE,0.62,FALSE,17.344,0.029,0.3,0.055019064,0.065115923,bivalve,mixed_15
15,this study,Ais15,511,-0.139,0.014,1.295,0.027,FALSE,0.633,FALSE,17.364,0.029,0.3,0.107578475,0.065115923,bivalve,mixed_15
15,this study,Ais15,511,-0.167,0.014,1.373,0.027,FALSE,0.612,FALSE,17.384,0.029,0.3,0.08040963,0.065115923,bivalve,mixed_15
15,this study,Ais15,511,-0.167,0.014,1.24,0.027,FALSE,0.627,FALSE,17.273,0.029,0.3,0.060925311,0.065115923,bivalve,mixed_15
15,this study,Ais15,511,-0.243,0.014,1.243,0.027,FALSE,0.677,FALSE,17.268,0.029,0.3,0.043761161,0.065115923,bivalve,mixed_15
15,this study,Ais15,511,-0.244,0.014,1.072,0.027,FALSE,0.642,FALSE,17.036,0.029,0.3,0.102840605,0.065115923,bivalve,mixed_15
15,this study,Ais15,371,-0.388,0.008,1.231,0.018,FALSE,0.621,FALSE,17.636,0.043,0.3,-0.0360303,0.040413252,bivalve,mixed_15
15,this study,Ais15,371,-0.414,0.011,1.275,0.022,FALSE,0.563,FALSE,17.62,0.043,0.3,-0.113448041,0.044698855,bivalve,mixed_15
15,this study,Ais15,371,-0.325,0.012,1.155,0.025,FALSE,0.597,FALSE,17.631,0.043,0.3,-0.023572649,0.036510459,bivalve,mixed_15
15,this study,Ais15,371,-0.387,0.008,1.222,0.018,FALSE,0.609,FALSE,17.664,0.043,0.3,-0.003091724,0.03722352,bivalve,mixed_15
15,this study,Ais15,371,-0.363,0.012,1.1,0.022,FALSE,0.649,FALSE,17.601,0.043,0.3,0.072883972,0.03905921,bivalve,mixed_15
15,this study,Ais15,371,-0.388,0.014,1.03,0.024,FALSE,0.658,FALSE,17.513,0.043,0.3,0.019368438,0.036133212,bivalve,mixed_15
15,this study,Ais15,371,-0.382,0.013,0.914,0.022,FALSE,0.592,FALSE,17.349,0.043,0.3,0.061668012,0.027948234,bivalve,mixed_15
15,this study,Ais15,371,-0.354,0.01,1.057,0.022,FALSE,0.593,FALSE,17.534,0.043,0.3,-0.076815496,0.049928824,bivalve,mixed_15
15,this study,Ais15,371,-0.279,0.012,1.034,0.021,FALSE,0.58,FALSE,17.572,0.043,0.3,-0.047843684,0.033109073,bivalve,mixed_15
15,this study,Ais15,371,-0.372,0.01,1.057,0.019,FALSE,0.611,FALSE,17.514,0.043,0.3,0.014501835,0.035610207,bivalve,mixed_15
15,this study,Ais15,371,-0.414,0.011,1.096,0.024,FALSE,0.547,FALSE,17.453,0.043,0.3,0.064675149,0.037123266,bivalve,mixed_15
15,this study,Ais15,373,-0.32,0.014,1.091,0.022,FALSE,0.674,FALSE,17.579,0.043,0.3,0.059115792,0.032065815,bivalve,mixed_15
15,this study,Ais15,373,-0.437,0.013,1.183,0.021,FALSE,0.746,FALSE,17.625,0.043,0.3,0.077790345,0.034764686,bivalve,mixed_15
15,this study,Ais15,373,-0.357,0.013,0.963,0.021,FALSE,0.646,FALSE,17.384,0.043,0.3,0.170578587,0.039080833,bivalve,mixed_15
15,this study,Ais15,373,-0.377,0.04,1.085,0.041,FALSE,0.619,FALSE,17.475,0.043,0.3,0.002487077,0.046558052,bivalve,mixed_15
15,this study,Ais15,373,-0.432,0.012,1.002,0.023,FALSE,0.673,FALSE,17.385,0.043,0.3,0.073974636,0.037850327,bivalve,mixed_15
15,this study,Ais15,373,-0.501,0.01,1.116,0.02,FALSE,0.717,FALSE,17.473,0.043,0.3,0.136186274,0.030935206,bivalve,mixed_15
15,this study,Ais15,373,-0.339,0.01,1.092,0.017,FALSE,0.608,FALSE,17.523,0.043,0.3,0.103001334,0.029918025,bivalve,mixed_15
15,this study,Ais15,373,-0.36,0.011,1.076,0.019,FALSE,0.643,FALSE,17.525,0.043,0.3,0.142983005,0.044068284,bivalve,mixed_15
15,this study,Ais15,373,-0.434,0.01,1.12,0.018,FALSE,0.645,FALSE,17.5,0.043,0.3,0.040420236,0.044814075,bivalve,mixed_15
15,this study,Ais15,373,-0.484,0.012,0.766,0.022,TRUE,0.621,FALSE,17.058,0.043,0.3,0.017634185,0.041295225,bivalve,mixed_15
15,this study,Ais15,373,-0.423,0.013,1.035,0.021,FALSE,0.629,FALSE,17.405,0.043,0.3,0.20334146,0.040354276,bivalve,mixed_15
15,this study,Ais15,145,-0.288,0.05,1.408,0.069,FALSE,0.655,FALSE,17.594,0.038,0.3,-0.00075776,,bivalve,mixed_15
15,this study,Ais15,145,-0.152,0.05,1.293,0.069,FALSE,0.632,FALSE,17.627,0.038,0.3,3.03E-05,,bivalve,mixed_15
15,this study,Ais15,145,-0.177,0.05,1.538,0.069,FALSE,0.622,FALSE,17.825,0.038,0.3,0.000149849,,bivalve,mixed_15
15,this study,Ais15,145,-0.148,0.05,1.025,0.069,FALSE,0.645,FALSE,17.273,0.038,0.3,0.00033487,,bivalve,mixed_15
15,this study,Ais15,146,-0.267,0.05,1.414,0.069,FALSE,0.654,FALSE,17.515,0.038,0.3,0.000194138,,bivalve,mixed_15
15,this study,Ais15,146,-0.181,0.05,1.283,0.069,FALSE,0.646,FALSE,17.5,0.038,0.3,0.000367884,,bivalve,mixed_15
15,this study,Ais15,146,-0.193,0.05,1.241,0.069,FALSE,0.657,FALSE,17.496,0.038,0.3,-7.21E-05,,bivalve,mixed_15
15,this study,Ais15,146,-0.215,0.05,1.26,0.069,FALSE,0.675,FALSE,17.549,0.038,0.3,4.35E-05,,bivalve,mixed_15
15,this study,Ais15,153,-0.224,0.05,1.346,0.069,FALSE,0.613,FALSE,17.554,0.038,0.3,0.000629422,,bivalve,mixed_15
15,this study,Ais15,153,-0.145,0.05,1.264,0.069,FALSE,0.573,FALSE,17.551,0.038,0.3,0.000978569,,bivalve,mixed_15
15,this study,Ais15,153,-0.089,0.05,1.251,0.069,FALSE,0.564,FALSE,17.621,0.038,0.3,0.000901303,,bivalve,mixed_15
15,this study,Ais15,153,-0.187,0.05,1.227,0.069,FALSE,0.65,FALSE,17.569,0.038,0.3,0.00022994,,bivalve,mixed_15
15,this study,Ais15,153,-0.178,0.05,1.221,0.069,FALSE,0.715,FALSE,17.613,0.038,0.3,0.000237825,,bivalve,mixed_15
15,this study,Ais15,156,-0.178,0.05,1.238,0.069,FALSE,0.638,FALSE,17.502,0.038,0.3,0.000962913,,bivalve,mixed_15
15,this study,Ais15,156,-0.163,0.05,1.313,0.069,FALSE,0.604,FALSE,17.567,0.038,0.3,0.000834549,,bivalve,mixed_15
15,this study,Ais15,156,-0.198,0.05,1.364,0.069,FALSE,0.683,FALSE,17.655,0.038,0.3,1.48E-05,,bivalve,mixed_15
15,this study,Ais15,160,-0.129,0.05,1.285,0.069,FALSE,0.647,FALSE,17.65,0.038,0.3,0.000507812,,bivalve,mixed_15
15,this study,Ais15,160,-0.17,0.05,1.274,0.069,FALSE,0.674,FALSE,17.652,0.038,0.3,-2.03E-05,,bivalve,mixed_15
15,this study,Ais15,160,-0.281,0.05,1.32,0.069,FALSE,0.61,FALSE,17.527,0.038,0.3,0.000356519,,bivalve,mixed_15
15,this study,Ais15,160,-0.178,0.05,1.239,0.069,FALSE,0.672,FALSE,17.647,0.038,0.3,-3.55E-05,,bivalve,mixed_15
15,this study,Ais15,160,-0.174,0.05,1.394,0.069,FALSE,0.627,FALSE,17.763,0.038,0.3,0.000979302,,bivalve,mixed_15
15,this study,Ais15,160,-0.207,0.05,1.305,0.069,FALSE,0.624,FALSE,17.609,0.038,0.3,0.000958585,,bivalve,mixed_15
15,this study,Ais15,160,-0.189,0.05,1.382,0.069,FALSE,0.685,FALSE,17.772,0.038,0.3,0.000259711,,bivalve,mixed_15
15,this study,Ais15,160,-0.184,0.05,1.339,0.069,FALSE,0.68,FALSE,17.714,0.038,0.3,0.00068403,,bivalve,mixed_15
17.8,Piasecki19,89MC-G,NA,2.34,0.035,1.85,0.091,FALSE,0.608,FALSE,22.908,0.035,1,NA,NA,foram,
17.8,Piasecki19,89MC-G,NA,1.74,0.035,1,0.091,FALSE,0.632,FALSE,21.461,0.035,1,NA,NA,foram,
17.8,Piasecki19,89MC-G,NA,0.98,0.035,0.39,0.091,FALSE,0.618,FALSE,20.055,0.035,1,NA,NA,foram,
17.8,Piasecki19,89MC-G,NA,0.78,0.035,0.38,0.091,FALSE,0.569,FALSE,19.804,0.035,1,NA,NA,foram,
17.8,Piasecki19,89MC-G,NA,2.13,0.035,1.35,0.091,FALSE,0.637,FALSE,22.216,0.035,1,NA,NA,foram,
17.8,Piasecki19,89MC-G,NA,1.09,0.035,0.68,0.091,FALSE,0.607,FALSE,20.458,0.035,1,NA,NA,foram,
17.8,Piasecki19,89MC-G,NA,0.9,0.035,0.51,0.091,FALSE,0.613,FALSE,20.102,0.035,1,NA,NA,foram,
17.8,Piasecki19,89MC-G,NA,2.2,0.035,1.37,0.091,FALSE,0.596,FALSE,22.253,0.035,1,NA,NA,foram,
17.8,Piasecki19,89MC-G,NA,0.84,0.035,0.36,0.091,FALSE,0.635,FALSE,19.91,0.035,1,NA,NA,foram,
17.8,Piasecki19,89MC-G,NA,2.06,0.035,1.6,0.091,FALSE,0.631,FALSE,21.567,0.035,1,NA,NA,foram,
17.8,Piasecki19,89MC-G,NA,2.22,0.035,1.63,0.091,FALSE,0.592,FALSE,21.717,0.035,1,NA,NA,foram,
17.8,Piasecki19,89MC-G,NA,0.4,0.035,-2.07,0.091,FALSE,0.568,FALSE,16.123,0.035,1,NA,NA,foram,
17.8,Piasecki19,89MC-G,NA,0.57,0.035,-1.99,0.091,FALSE,0.582,FALSE,16.38,0.035,1,NA,NA,foram,
17.8,Piasecki19,89MC-G,NA,0.58,0.035,-1.64,0.091,FALSE,0.541,FALSE,16.716,0.035,1,NA,NA,foram,
17.8,Piasecki19,89MC-G,NA,0.54,0.035,-1.37,0.091,FALSE,0.586,FALSE,16.991,0.035,1,NA,NA,foram,
17.8,Piasecki19,89MC-G,NA,1.2,0.035,0.59,0.091,FALSE,0.658,FALSE,19.784,0.035,1,NA,NA,foram,
17.8,Piasecki19,89MC-G,NA,0.28,0.035,-1.89,0.091,FALSE,0.584,FALSE,16.232,0.035,1,NA,NA,foram,
17.8,Piasecki19,89MC-G,NA,1.11,0.035,0.68,0.091,FALSE,0.628,FALSE,19.74,0.035,1,NA,NA,foram,
17.8,Piasecki19,89MC-G,NA,0.45,0.035,-2.14,0.091,FALSE,0.62,FALSE,16.174,0.035,1,NA,NA,foram,
17.8,Piasecki19,89MC-G,NA,1.37,0.035,0.74,0.091,FALSE,0.642,FALSE,20.07,0.035,1,NA,NA,foram,
17.8,Piasecki19,89MC-G,NA,0.82,0.035,0.44,0.091,FALSE,0.68,FALSE,19.254,0.035,1,NA,NA,foram,
17.8,Piasecki19,89MC-G,NA,0.53,0.035,-2,0.091,FALSE,0.603,FALSE,16.38,0.035,1,NA,NA,foram,
17.8,Piasecki19,89MC-G,NA,1.42,0.035,0.9,0.091,FALSE,0.588,FALSE,20.244,0.035,1,NA,NA,foram,
17.8,Piasecki19,89MC-G,NA,0.22,0.035,-2.12,0.091,FALSE,0.643,FALSE,15.971,0.035,1,NA,NA,foram,
17.8,Piasecki19,89MC-G,NA,1,0.035,0.62,0.091,FALSE,0.643,FALSE,19.576,0.035,1,NA,NA,foram,
17.8,Piasecki19,89MC-G,NA,0.53,0.035,-1.88,0.091,FALSE,0.682,FALSE,16.566,0.035,1,NA,NA,foram,
18,this study,Ais18,344,-0.737,0.017,0.467,0.029,FALSE,0.671,FALSE,16.504,0.043,0.3,-0.024324748,0.082260522,bivalve,mixed_18
18,this study,Ais18,344,-0.67,0.015,0.531,0.037,FALSE,0.596,FALSE,16.57,0.043,0.3,-0.043034879,0.107074138,bivalve,mixed_18
18,this study,Ais18,344,-0.724,0.013,0.407,0.021,FALSE,0.617,FALSE,16.42,0.043,0.3,0.025307725,0.058064414,bivalve,mixed_18
18,this study,Ais18,344,-0.659,0.012,0.608,0.025,FALSE,0.67,FALSE,16.737,0.043,0.3,0.060358558,0.057682119,bivalve,mixed_18
18,this study,Ais18,344,-0.74,0.02,0.554,0.036,FALSE,0.636,FALSE,16.557,0.043,0.3,-0.013982821,0.106220608,bivalve,mixed_18
18,this study,Ais18,344,-0.594,0.018,0.445,0.038,FALSE,0.605,FALSE,16.56,0.043,0.3,-0.12356296,0.118197952,bivalve,mixed_18
18,this study,Ais18,344,-0.686,0.024,0.6,0.041,FALSE,0.672,FALSE,16.687,0.043,0.3,-0.153633326,0.131229711,bivalve,mixed_18
18,this study,Ais18,344,-0.669,0.015,0.523,0.029,TRUE,0.653,FALSE,16.608,0.043,0.3,-0.09058455,0.082486013,bivalve,mixed_18
18,this study,Ais18,344,-0.705,0.016,0.636,0.028,TRUE,0.658,FALSE,16.699,0.043,0.3,-0.020249659,0.094286116,bivalve,mixed_18
18,this study,Ais18,344,-0.669,0.021,0.566,0.041,FALSE,0.595,FALSE,16.607,0.043,0.3,-0.05558399,0.12885727,bivalve,mixed_18
18,this study,Ais18,344,-0.654,0.022,0.768,0.04,FALSE,0.59,FALSE,16.826,0.043,0.3,-0.110502326,0.126010165,bivalve,mixed_18
18,this study,Ais18,348,-0.592,0.021,0.561,0.042,FALSE,0.602,FALSE,16.699,0.043,0.3,-0.03884199,0.104951199,bivalve,mixed_18
18,this study,Ais18,348,-0.622,0.015,0.611,0.025,FALSE,0.687,FALSE,16.797,0.043,0.3,0.093011359,0.060252922,bivalve,mixed_18
18,this study,Ais18,348,-0.53,0.034,0.265,0.057,TRUE,0.628,FALSE,16.468,0.043,0.3,-0.24155471,0.161390943,bivalve,mixed_18
18,this study,Ais18,348,-0.651,0.017,0.539,0.036,FALSE,0.681,FALSE,16.675,0.043,0.3,-0.056528683,0.082946207,bivalve,mixed_18
18,this study,Ais18,348,-0.869,0.024,0.581,0.045,FALSE,0.613,FALSE,16.43,0.043,0.3,-0.169692888,0.132578587,bivalve,mixed_18
18,this study,Ais18,348,-0.514,0.024,0.553,0.042,FALSE,0.615,FALSE,16.751,0.043,0.3,-0.092234258,0.097056144,bivalve,mixed_18
18,this study,Ais18,348,-0.639,0.023,0.491,0.046,FALSE,0.585,FALSE,16.541,0.043,0.3,-0.099413767,0.097851323,bivalve,mixed_18
18,this study,Ais18,348,-0.7,0.018,0.495,0.041,FALSE,0.64,FALSE,16.534,0.043,0.3,-0.09643765,0.078512139,bivalve,mixed_18
18,this study,Ais18,348,-0.715,0.031,0.506,0.055,FALSE,0.639,FALSE,16.511,0.043,0.3,-0.230759025,0.145051351,bivalve,mixed_18
18,this study,Ais18,395,-1.002,0.01,0.651,0.016,FALSE,0.607,FALSE,16.457,0.043,0.3,-0.064711786,0.024958104,bivalve,89
18,this study,Ais18,396,-1.055,0.009,0.24,0.013,TRUE,0.672,FALSE,16.076,0.043,0.3,-0.029754718,0.041672922,bivalve,89
18,this study,Ais18,396,-0.665,0.01,0.83,0.019,TRUE,0.626,FALSE,17.031,0.043,0.3,0.202902933,0.040079255,bivalve,67
18,this study,Ais18,396,-0.629,0.009,0.683,0.017,FALSE,0.607,FALSE,16.894,0.043,0.3,0.0626489,0.053454629,bivalve,111
18,this study,Ais18,396,-0.658,0.008,0.532,0.015,FALSE,0.586,FALSE,16.656,0.043,0.3,0.118934981,0.042260009,bivalve,89
18,this study,Ais18,396,-0.601,0.008,0.614,0.015,FALSE,0.64,FALSE,16.85,0.043,0.3,-0.012267578,0.037061855,bivalve,67
18,this study,Ais18,396,-0.674,0.012,0.734,0.015,FALSE,0.616,FALSE,16.879,0.043,0.3,0.053878993,0.047638168,bivalve,111
18,this study,Ais18,401,-0.689,0.012,0.539,0.017,FALSE,0.644,FALSE,16.708,0.043,0.3,0.292702899,0.034295629,bivalve,111
18,this study,Ais18,401,-0.588,0.009,0.514,0.018,FALSE,0.713,FALSE,16.849,0.043,0.3,0.16203157,0.064698345,bivalve,67
18,this study,Ais18,401,-0.747,0.04,0.421,0.051,TRUE,1.068,TRUE,16.937,0.043,0.3,0.762302313,0.372506217,bivalve,89
18,this study,Ais18,401,-0.564,0.007,0.739,0.014,TRUE,0.682,FALSE,17.067,0.043,0.3,0.046172233,0.02940005,bivalve,111
18,this study,Ais18,401,-1.032,0.053,0.208,0.067,TRUE,-0.041,TRUE,15.352,0.043,0.3,-0.921102514,0.728747551,bivalve,89
18,this study,Ais18,401,-0.556,0.009,0.73,0.017,TRUE,0.608,FALSE,16.962,0.043,0.3,-0.010019612,0.038582326,bivalve,67
18,this study,Ais18,401,-0.612,0.009,0.708,0.018,TRUE,0.563,FALSE,16.842,0.043,0.3,0.113637588,0.037415401,bivalve,111
18,this study,Ais18,401,-1.019,0.01,0.243,0.014,TRUE,0.672,FALSE,16.056,0.043,0.3,-0.070561875,0.026371076,bivalve,89
18,this study,Ais18,401,-0.664,0.009,0.482,0.016,FALSE,0.655,FALSE,16.636,0.043,0.3,-0.076914052,0.029802721,bivalve,67
18,this study,Ais18,401,-0.56,0.01,0.677,0.022,FALSE,0.646,FALSE,16.934,0.043,0.3,0.139386448,0.034529668,bivalve,111
18,this study,Ais18,145,-0.531,0.05,0.677,0.069,FALSE,0.66,FALSE,16.604,0.038,0.3,0.000663865,,bivalve,mixed_18
18,this study,Ais18,145,-0.475,0.05,0.818,0.069,FALSE,0.542,FALSE,16.702,0.038,0.3,5.96E-05,,bivalve,mixed_18
18,this study,Ais18,145,-0.711,0.05,0.735,0.069,FALSE,0.61,FALSE,16.389,0.038,0.3,-0.000235703,,bivalve,mixed_18
18,this study,Ais18,145,-0.468,0.05,0.736,0.069,FALSE,0.619,FALSE,16.606,0.038,0.3,-0.000126322,,bivalve,mixed_18
18,this study,Ais18,146,-0.566,0.05,0.937,0.069,FALSE,0.665,FALSE,16.738,0.038,0.3,0.000683763,,bivalve,mixed_18
18,this study,Ais18,146,-0.286,0.05,0.658,0.069,FALSE,0.725,FALSE,16.786,0.038,0.3,-0.000582099,,bivalve,mixed_18
18,this study,Ais18,146,-0.657,0.05,0.593,0.069,FALSE,0.647,FALSE,16.32,0.038,0.3,3.89E-06,,bivalve,mixed_18
18,this study,Ais18,146,-0.152,0.05,1.274,0.069,FALSE,0.579,FALSE,17.456,0.038,0.3,0.000466145,,bivalve,mixed_18
18,this study,Ais18,146,-0.522,0.05,0.729,0.069,FALSE,0.648,FALSE,16.594,0.038,0.3,0.000871207,,bivalve,mixed_18
18,this study,Ais18,146,-0.481,0.05,0.629,0.069,FALSE,0.642,FALSE,16.564,0.038,0.3,0.00063585,,bivalve,mixed_18
18,this study,Ais18,146,-0.132,0.05,0.465,0.069,FALSE,0.694,FALSE,16.788,0.038,0.3,5.10E-05,,bivalve,mixed_18
18,this study,Ais18,146,-0.579,0.05,0.707,0.069,FALSE,0.631,FALSE,16.577,0.038,0.3,-0.000292184,,bivalve,mixed_18
18,this study,Ais18,146,-0.525,0.05,0.735,0.069,FALSE,0.677,FALSE,16.711,0.038,0.3,0.000106669,,bivalve,mixed_18
18,this study,Ais18,153,-0.53,0.05,0.814,0.069,FALSE,0.661,FALSE,16.749,0.038,0.3,0.000378811,,bivalve,mixed_18
18,this study,Ais18,153,-0.56,0.05,0.717,0.069,FALSE,0.632,FALSE,16.591,0.038,0.3,0.000878873,,bivalve,mixed_18
18,this study,Ais18,153,-0.377,0.05,0.691,0.069,FALSE,0.458,TRUE,16.657,0.038,0.3,0.000591882,,bivalve,mixed_18
18,this study,Ais18,153,-0.55,0.05,0.582,0.069,FALSE,0.579,FALSE,16.519,0.038,0.3,0.000351782,,bivalve,mixed_18
18,this study,Ais18,153,-0.686,0.05,0.635,0.069,FALSE,0.708,FALSE,16.522,0.038,0.3,0.00042869,,bivalve,mixed_18
18,this study,Ais18,153,-0.402,0.05,0.676,0.069,FALSE,0.616,FALSE,16.734,0.038,0.3,0.000574983,,bivalve,mixed_18
18,this study,Ais18,153,-0.431,0.05,0.748,0.069,FALSE,0.648,FALSE,16.812,0.038,0.3,0.00074854,,bivalve,mixed_18
